name,locale
Biblioteca de programas MFC (Microsoft Foundation Classes),es
Biblioteca de programas OWLNext (Object Windows Library),es
Bibliotecas de empresa,es
Biblioteconomía (enseñanza),es
Biblioteconomía (estudios universitarios),es
Bicicletas,es
Bicicletas (reparación),es
Bicromía,es
Biofarmacia,es
Biología,es
Biología (enseñanza),es
Biología (estudios universitarios),es
Biología celular,es
Biología de los peces,es
Biología martina,es
Biología molecular,es
Biomedicina (enseñanza),es
Biomedicina y biofísica molecular (material biológico),es
Biometría y bioestadística (organismos vivos),es
Biopatía (biológica),es
Bioquímica,es
Bioquímica (análisis biomédico),es
Bioquímica (enseñanza),es
Biotecnología (enseñanza),es
Bisutería y accesorios,es
Black Jack (crupier),es
Blanqueado de pasta de papel,es
Blanqueado de tejidos,es
Blues (instrumentista),es
Bobinado de alambre,es
Bobinado de cable eléctrico o telefónico,es
Bocad-3D,es
Bocadillos (preparación),es
Bolos (instrucción o entrenamiento),es
Bombardino (instrumentista),es
Bombas de hormigón,es
Bombero/a,es
Bordado,es
Bordado (labores de punto),es
Bordado del cuero,es
Borrado de graffitis,es
Botánica,es
Boxeo (instrucción o entrenamiento),es
Brochado,es
Bruñido de culata de fusil,es
Budo (instrucción o entrenamiento),es
Buenas prácticas de maquinaria (GMP),es
Bufé de desayuno (servicio),es
Bufonada,es
Bugle (enseñanza),es
Bugle (instrumentista),es
Bulldozer,es
Bulldozers Caterpillar,es
Buque autodescargante,es
Buque de cabotaje,es
Buque de crucero,es
Buque de pasajeros,es
Buque de transbordo rodado,es
Buque de vapor,es
Buque frigorífico,es
Buques de alta velocidad (HSC),es
Buque VLCC (Very Large Crude Carrier),es
Búsqueda de averías en automóviles asistida por ordenador,es
Búsqueda y reserva de alojamiento,es
Buzuki (enseñanza),es
Buzuki (instrumentista),es
C#,es
Caché,es
CADRA,es
Cadwork,es
Cafetería (preparación de platos fríos),es
Cafetería (servicio de camareros/as),es
Caja (cobros y pagos),es
Calandrado,es
Cálculo de costes,es
Cálculo de la alimentación de animales controlado por ordenador,es
Cálculo de la rentabilidad,es
Cálculo de sistemas energéticos,es
Cálculo de voladuras asistido por ordenador,es
Cálculo económico,es
Cálculo nutricional asistido por ordenador,es
Calibrado,es
Caligrafía,es
Caligrafía (enseñanza),es
Calzado ortopédico (fabricación),es
Calzado para niños (fabricación),es
Cámara de estudio,es
Cámaras fotográficas y artículos para fotografía,es
Cambio de cilindros,es
Cambio de divisas,es
Cambios de vía en estación ferroviaria (supervisión),es
Camerinos de teatro,es
Camiones,es
Camiones hormigonera,es
Campos de deportes (mantenimiento),es
Campos de golf (mantenimiento),es
Campos eléctricos,es
Canción barroca (interpretación vocal),es
Canto (enseñanza),es
Canto a capella,es
Canto coral,es
Canto litúrgico (celebraciones religiosas),es
Capacidad de liderazgo,es
Capacidades/competencias específicas de un trabajo determinado,es
Capacidades/competencias transversales,es
Capacidades y competencias de razonamiento,es
Capacidades y competencias sociales,es
Capataz forestal (supervisión),es
Capitán de buque,es
Captación electrónica de noticias (ENG),es
Caravanas,es
Carburante de automóviles,es
CARD/2,es
Cardado e hilado por anillo,es
Cardado e hilado por devanado,es
Cardiología,es
Cardiología (enseñanza),es
Cardiología de niños y adolescentes,es
Carga,es
Carga con control remoto,es
Carga de aeronaves,es
Carga de batería,es
Carne,es
Carpintería,es
Carpintería (construcción de edificios),es
Carpintería (proyectos de ingeniería civil),es
Carpintería de construcción,es
Carpintería metálica artística,es
Carreras de trotones,es
Carretillas de contrapeso,es
Carretillas elevadoras manuales,es
Carretillas elevadoras telescópicas,es
Carrillones (instrumentista),es
Cartas de crédito,es
Cartografía,es
Casas de vacaciones (agentes inmobiliarios),es
Casas unifamiliares (agentes inmobiliarios),es
Cata de vinos,es
Catalogación (bibliotecas),es
Catalogación (museos),es
Catalogación (piezas arqueológicas),es
Catamarán,es
Catering,es
CD, DVD o vídeos,es
Celesta (instrumentista),es
Cementerios (mantenimiento),es
Censor/a jurado/a de cuentas,es
Centrales eléctricas,es
Centralitas telefónicas,es
Centro de atención primaria (especialidad de enfermería),es
Centro de maquinaria CNC,es
Centro recreativo para jóvenes,es
Centro sanitario para jóvenes (especialidad de enfermería),es
Centros de audición,es
Centros de día para perros,es
Centros penitenciarios,es
Centros residenciales (cuidado de personas dependientes),es
Cepilladora convencional (madera),es
Cerámica (arqueología),es
Cerámica (enseñanza),es
Cerámica (odontotécnica),es
Cerámica al torno de alfarero,es
Cerrajería,es
Chapa de acero,es
Chapado de madera,es
Chapas metálicas,es
Chapas metálicas de aeronaves,es
Chino (enseñanza),es
Ciclismo (instrucción o entrenamiento),es
Ciclismo acrobático,es
Ciclismo profesional,es
Ciencia cognitiva (enseñanza),es
Ciencia de la horticultura,es
Ciencia del sonido y las vibraciones (enseñanza),es
Ciencia de materiales (enseñanza),es
Ciencias actuariales,es
Ciencias de la sanidad pública,es
Ciencias de la vida,es
Ciencias económicas,es
Ciencias físicas,es
Ciencias informáticas (enseñanza),es
Ciencias medioambientales,es
Ciencias naturales (enseñanza),es
Ciencias políticas,es
Ciencias políticas (enseñanza),es
Ciencias químicas (estudios universitarios),es
Ciencias sociales (enseñanza),es
Ciencias sociales (estudios universitarios),es
Ciencias sociales y del comportamiento,es
Ciencias teatrales,es
Cierre de caja,es
Cierre de un periodo contable inferior a un año,es
Címbalo (instrumentista),es
Cincado,es
Cincelado de metales preciosos,es
Cinematografía,es
Cinematografía (enseñanza),es
Circuito integrado para aplicaciones específicas ASIC (Application-specific Integrated Circuit),es
Circuito programable FPGA,es
Circuitos integrados,es
Cirugía (enseñanza),es
Cirugía (especialidad de enfermería),es
Cirugía (tecnología y aparatos),es
Cirugía de la columna vertebral,es
Cirugía de la mano,es
Cirugía dermatológica,es
Cirugía general,es
Cirugía maxilar (especialidad de enfermería odontológica),es
Cirugía maxilofacial,es
Cirugía oncológica (especialidad de enfermería),es
Cirugía pediátrica (especialidad de enfermería),es
Cirugía pediátrica y de adolescentes,es
Cirugía plástica,es
Cirugía torácica,es
Cisternas de petróleo (manejo),es
Citarista,es
Citología clínica,es
Citología clínica (análisis biomédico),es
Citología clínica (enseñanza),es
Cizallamiento de chapas,es
Claqué,es
Claqué (enseñanza),es
Clarinete (enseñanza),es
Clarinetista,es
Clarinetista bajo,es
Clases de alimentación: carne y productos cárnicos (enseñanza),es
Clases de alimentación: panadería/pastelería (enseñanza),es
Clases de apoyo (escuela),es
Clases de asistencia y cuidados (enseñanza),es
Clases de carrocería de vehículos (enseñanza),es
Clases de comercio y administración (enseñanza),es
Clases de conducción (autoescuelas),es
Clases de construcción: edificación e ingeniería civil (enseñanza),es
Clases de construcción: laminados de acero (enseñanza),es
Clases de construcción: pintura (enseñanza),es
Clases de cuidado dental (enseñanza),es
Clases de danza para niños (enseñanza),es
Clases de electricidad: automatización (enseñanza),es
Clases de electricidad: electrónica (enseñanza),es
Clases de electricidad: instalaciones (enseñanza),es
Clases de energía: calefacción/agua/instalaciones sanitarias (enseñanza),es
Clases de energía: sector naval (enseñanza),es
Clases de energía (enseñanza),es
Clases de estética: arte y diseño (enseñanza),es
Clases de estética: danza y teatro (enseñanza),es
Clases de estética: música (enseñanza),es
Clases de hostelería/restauración: servicio hotelero (enseñanza),es
Clases de hostelería/restauración: servicios de catering (enseñanza),es
Clases de hostelería/restauración: servicios de restaurante (enseñanza),es
Clases de industria: manufactura (enseñanza),es
Clases de industria: tejidos y prendas de vestir (enseñanza),es
Clases de industria: transformación industrial (enseñanza),es
Clases de industrial: madera para usos industriales (enseñanza),es
Clases de oficios: floristería (enseñanza),es
Clases de oficios: micromecánica (enseñanza),es
Clases de oficios: orfebrería (enseñanza),es
Clases de oficios: peluquería (enseñanza),es
Clases de oficios: sastrería (enseñanza),es
Clases de oficios: tapicería (enseñanza),es
Clases de oficios: vidriero/a (enseñanza),es
Clases de tecnologías aeronáuticas (enseñanza),es
Clases de tecnologías de vehículos (enseñanza),es
Clases de transporte (enseñanza),es
Clasificación de correo,es
Clasificación de documentos,es
Clasificación de la madera,es
Clasificación de madera forestal para corte transversal,es
Clasificación Europ,es
Claveteadora convencional,es
Clavicembalista,es
Clavicémbalo (enseñanza),es
Clavicordio (instrumentista),es
Cliente/servidor (programación),es
Climatización,es
Climatología,es
Clínica para animales pequeños (especialidad de enfermería),es
Clínicas de otorrinolaringología / cirugía,es
Cobalto â€“ cromo (odontotécnica),es
Cobro de deudas,es
Cobro de deudas en el extranjero,es
Cocción al horno elemental,es
Cocción de pan a partir del pan precocido,es
Cocción de pasta de papel,es
Cochecitos y sillas de coche para niños,es
Cocina (enseñanza),es
Cocina china,es
Cocina coreana,es
Cocina de barcos,es
Cocina elemental,es
Cocina francesa,es
Cocina india,es
Cocina indonesia,es
Cocina italiana,es
Cocina japonesa,es
Cocina mexicana,es
Cocina para gourmets (enseñanza),es
Cocinas de comedores colectivos (preparación de la comida),es
Cocinas de comedores colectivos (preparación de platos fríos),es
Cocinas de restaurante (preparación de la comida),es
Cocinas de restaurante (preparación de platos fríos),es
Cocina tailandesa,es
Cocina tradicional,es
Cocina vegetariana,es
Cocina vegetariana (dar cursos),es
Codificación (seguridad informática),es
Cognos Controller,es
Cognos Enterprise,es
Cognos Express,es
Cognos Insight,es
Cognos TM1,es
Colada a baja presión,es
Colada con molde de latón,es
Colada continua,es
Colada de bloques,es
Colada de hormigón impermeable,es
Colada de piedra artificial,es
Colocación de cañería principal,es
Colocación de carteles,es
Colocación de ladrillos en chimeneas,es
Colocación de muestras,es
Colocación de neumáticos,es
Colocación de suelos,es
Colocación de tejados,es
Colocación de terrazo,es
Colocación de trabajadores (empleos temporales),es
Colocación de tuberías,es
Coloración artística,es
Colostomía (especialidad de enfermería),es
Comedia de improvisación en escena,es
Comedia del arte,es
Comentarista de radio,es
Comentarista de televisión,es
Comercio de futuros (derivados financieros),es
Comercio del acero,es
Comercio electrónico (análisis de vulnerabilidad),es
Comercio electrónico (dar cursos),es
Comercio electrónico (desarrollo empresarial),es
Comercio exterior,es
Comida a la carta (preparación),es
Comida kosher (preparación),es
Comida rápida (preparación),es
Comidas de centro hospitalario,es
Comidas escolares (preparación),es
Compaginación de material informativo,es
Comparación de cifras clave,es
Comparsas,es
Compatibilidad electromagnética,es
Compensación (Â«clearingÂ»),es
Competencias informáticas para personas con discapacidad,es
Componentes mecánicos,es
Composición de bandas sonoras de películas,es
Composición de menús,es
Composición de música artificial,es
Composición de música clásica,es
Composición de música de jazz,es
Composición de música electro-acústica,es
Composición de música folclórica,es
Composición de música popular,es
Composición de música religiosa,es
Composición de textos,es
Composición para orquesta,es
Compras (empresas),es
Comprensión de dibujos técnicos,es
Comunicación de muy alta frecuencia (VHF),es
Comunicaciones de datos informáticos,es
Comunicaciones informáticas (enseñanza),es
Comunicación no verbal,es
Comunicación óptica,es
Concepción de sistemas contables,es
Concertina (enseñanza),es
Concertina (instrumentista),es
Conciliación de cuentas,es
Conducción de autobuses,es
Conducción de autobuses (dar cursos),es
Conducción de autobuses públicos,es
Conducción de autocares de turistas,es
Conducción de barcos de transporte,es
Conducción de camiones (carga/descarga),es
Conducción de camiones (dar cursos),es
Conducción de camiones de basura,es
Conducción de camiones grúa,es
Conducción de camiones madereros,es
Conducción de camiones volquete,es
Conducción de camiones volquete,es
Conducción de carretilla elevadora,es
Conducción de carretillas elevadoras de horquilla,es
Conducción de coches (dar cursos),es
Conducción de furgoneta de correos,es
Conducción de furgonetas,es
Conducción de grúas,es
Conducción de hormigoneras,es
Conducción de limusinas,es
Conducción de locomotoras diésel,es
Conducción de locomotoras por control remoto,es
Conducción de maquinaria maderera,es
Conducción de maquinaria subterránea,es
Conducción de máquinas excavadoras,es
Conducción de metros (suburbanos),es
Conducción de plataformas de carga,es
Conducción de remolques,es
Conducción de remolques para el transporte de maquinaria,es
Conducción de taxis,es
Conducción de tractores,es
Conducción de transportes públicos,es
Conducción de tranvías,es
Conducción de trenes para servicios de shuttle,es
Conducción de vehículos (entregas a domicilio),es
Conducción de vehículos colectivos para personas con discapacidad,es
Conductismo,es
Conductometría,es
Conductos de chapa metálica para ventilación,es
Confección de sombreros,es
Confección de una urdimbre con lizo,es
Confección de vestidos,es
Conmutación de líneas telefónicas internacionales,es
Conmutación de líneas telefónicas nacionales,es
Conocimientos arqueológicos de poblados,es
Conocimientos básicos de cálculo y matemáticas,es
Conocimientos de la madera,es
Conocimientos de municiones,es
Consecuencias jurídicas del comercio electrónico,es
Consejos dietéticos,es
Conserjería (escuelas),es
Conserjería (iglesias),es
Conservación artística de piedra,es
Conservación artística de pinturas,es
Conservación de edificios,es
Conservación de edificios con métodos antiguos (estucado),es
Conservación de espacios verdes,es
Conservación de la caza,es
Conservación de la energía,es
Conservación de la naturaleza,es
Conservación de la pesca,es
Conservación de las aguas naturales,es
Conservación del entorno cultural,es
Conservación del entorno cultural (enseñanza),es
Conservación de libros,es
Conservación de los bosques,es
Conservación de material vegetal,es
Conservación de muebles,es
Consignación de buques,es
Construcción con chapa metálica,es
Construcción de cajas de órgano,es
Construcción de cajas de viento,es
Construcción de carreteras,es
Construcción de cascos de buques,es
Construcción de chimeneas,es
Construcción de diorama (entorno natural),es
Construcción de estructuras de acero,es
Construcción de estructuras de hierro,es
Construcción de estructuras metálicas,es
Construcción de fachadas,es
Construcción de maquetas de madera,es
Construcción de minas,es
Construcción de puentes,es
Construcción de sistemas (enseñanza),es
Construcción de techos,es
Construcción de tuberías,es
Construcción de túneles,es
Construcciones de madera,es
Construcción general,es
Construcción naval,es
Consultoría de Business Intelligence,es
Contabilidad,es
Contabilidad (cursos para adultos),es
Contabilidad y auditoría,es
Contactos con la prensa,es
Contrabajista,es
Contrabajo (enseñanza),es
Contratación de personal,es
Contratación y formación de asistentes sociales (seguimiento de presos en libertad condicional),es
Contratos de alquiler,es
Contratos de tala de árboles,es
Contratos laborales (trabajadores/as por cuenta ajena),es
Contratos laborales del sector privado,es
Contratos laborales del sector público,es
Controladores GCL,es
Control de calidad,es
Control de calidad (enseñanza),es
Control de calidad (madera),es
Control de calidad total (TQC),es
Control de emisiones de motores de gasolina,es
Control de emisiones de motores diésel,es
Control de entregas,es
Control de la forma física,es
Control de la llegada de mercancías,es
Control de los deberes por correspondencia,es
Control de materiales,es
Control de materiales y de la producción,es
Control de material infeccioso,es
Control de plagas,es
Control de procesos,es
Control de productos metálicos mediante rayos X,es
Control de registros,es
Control digital informatizado,es
Control económico,es
Controles A (mantenimiento de aeronaves),es
Controles B (mantenimiento de aeronaves),es
Controles C (mantenimiento de aeronaves),es
Controles de eficacia y seguridad,es
Control estadístico,es
Control lingÃ¼ístico,es
Control magnético de productos metálicos,es
Control medioambiental,es
Control medioambiental (enseñanza),es
Control óptico de productos metálicos,es
Control por microordenador,es
Convenios colectivos,es
Convenios de trabajadores/as municipales,es
Cooperativas de padres,es
Coordinación de actividades de grupos,es
Coordinación de ceremonias,es
Coordinación de la acogida de refugiados,es
Coordinación de la calidad,es
Coordinación de la lucha contra incendios,es
Coordinación de servicios de urgencias,es
Coordinación física general,es
Copia de casetes,es
Coreografía de ballet clásico,es
Coreografía de danza libre,es
Coreografía de danza moderna,es
Coreografía de danza teatral,es
Coreografía de espectáculo de baile,es
Coreografía de jazz,es
Coreografía de producción cinematográfica,es
Coreografía de producción teatral,es
Corneta (enseñanza),es
Corneta (instrumentista),es
Corrección de pruebas,es
Correo electrónico (análisis de vulnerabilidad),es
Corresponsalía en el extranjero,es
Corretaje,es
Cortado a gas,es
Cortado y perforado de láminas de metal,es
Cortafuegos,es
Corte (productos alimenticios),es
Corte automatizado de papel metálico,es
Corte con chorro de plasma,es
Corte con sierra,es
Corte de carne de ave,es
Corte de carne de cordero,es
Corte de carne de porcino,es
Corte de carne de vacuno,es
Corte de caucho para neumáticos,es
Corte de chapas,es
Corte de chatarra,es
Corte de limas,es
Corte del papel (encuadernación),es
Corte de marcos de madera,es
Corte de películas,es
Corte de pelo para perros,es
Corte de piel y cuero,es
Corte de pliegos,es
Corte de tejidos,es
Corte de tejidos (enseñanza),es
Corte de tuberías,es
Corte de vidrio grueso,es
Corte de vidrios asistido por ordenador,es
Corte por chorro de agua,es
Corte por erosión de chispa,es
Corte por láser,es
Cortes transversales (equipos de mantenimiento y verificación),es
Coste del ciclo de vida (LCC),es
Costura (enseñanza),es
Costura de cortinas,es
Costura de detalle,es
Costura del cuero,es
Costura de modelos,es
Costura de pantallas de lámparas,es
Costura de peletería,es
Costura de prueba,es
Costura de ropa interior,es
Costura de toldos,es
Costura elemental,es
Costura industrial,es
Creación de anuncios publicitarios para el cine,es
Creación de empresas,es
Creación de la propia empresa (enseñanza),es
Creación de originales (diseño),es
Creación de páginas web (dar cursos),es
Creación de pantomimas,es
Creación de sombras chinescas,es
Cría de animales de peletería,es
Cría de cerdos,es
Cría de ganado,es
Cría de marisco,es
Cría de mejillones,es
Cría de ovejas,es
Cría de perros,es
Cría de renos,es
Crianza de perros,es
Crianza de visones,es
Criminología,es
Criptología,es
Cromado,es
Cromatografía de gases (CG),es
Cromatografía de iones (CI),es
Cromatografía de líquidos / Cromatografía de líquidos de alta resolución,es
Cromatografía en capa fina (CCF),es
Crystal Reports,es
Cuaderno de submarinismo,es
Cuatricromía,es
Cucharas dentadas (palas excavadoras),es
Cuentas anuales (sociedad anónima),es
Cuentas del IVA,es
Cuerno de caza (instrumentista),es
Cuestiones industriales y comerciales,es
Cuestiones medioambientales,es
Cuestiones medioambientales (enseñanza),es
Cuidado a domicilio,es
Cuidado de animales de granja,es
Cuidado de animales pequeños,es
Cuidado de autistas,es
Cuidado de caballos,es
Cuidado del césped,es
Cuidado de niños (guarderías en casa),es
Cuidado de niños en un entorno antialérgico (guarderías en casa),es
Cuidado dental hospitalario (especialidad de enfermería),es
Cuidado de pacientes con demencia,es
Cuidado de plantas,es
Cuidados a niños con necesidades especiales,es
Cuidados de pezuñas (ungulados),es
Cuidados especiales (enseñanza),es
Cuidados generales (domiciliarios),es
Cuidados generales (enseñanza),es
Cuidados geriátricos,es
Cuidados intensivos (enseñanza),es
Cuidados intensivos (especialidad de enfermería),es
Cuidados intensivos (fisioterapia),es
Cuidados paliativos (especialidad de enfermería),es
Cuidados veterinarios,es
Cuidado y asistencia de niños (especialidad de enfermería),es
Culombimetría,es
Cultivo (agricultura),es
Cultivo al aire libre,es
Cultivo celular (análisis biomédico),es
Cultivo celular (enseñanza),es
Cultivo de algas,es
Cultivo de bayas,es
Cultivo de cereales,es
Cultivo de flores de corte,es
Cultivo de pasto,es
Cultivo de patatas,es
Cultivo de plantas,es
Cultivo de plantas de interior,es
Cultivo de plantas de jardín,es
Cultivo de plantas forrajeras,es
Cultivo de plantas oleaginosas,es
Cultivo de plantas ornamentales,es
Cultivo de remolacha azucarera,es
Cultivo de siemprevivas,es
Cultivo en invernadero,es
Cultura general (enseñanza),es
Curling (instrucción o entrenamiento),es
Curso de cuidados médicos elementales ABC,es
Cursos de equitación (experiencia profesional),es
Cursos de MCC (Cooperación Multicrew),es
Curtido al cromo,es
Curtido vegetal,es
Dados (crupier),es
Danza (dar cursos),es
Danza (instrucción o entrenamiento),es
Danza africana,es
Danza africana (enseñanza),es
Danza de calle,es
Danza de carácter,es
Danza de carácter (enseñanza),es
Danza de jazz (enseñanza),es
Danza española (enseñanza),es
Danza libre,es
Danza libre (enseñanza),es
Danza moderna (enseñanza),es
Danza movimiento terapia,es
Danza oriental,es
Danza oriental (enseñanza),es
Danzas populares (enseñanza),es
Dar pátina,es
DaVinci Resolve,es
Decapado a chorro,es
Decapado de superficie por proyección,es
Decapado fino,es
Decapado húmedo,es
Decapado por centrifugación,es
Decapado por chorro de arena,es
Declaración del impuesto sobre la renta,es
Decoración de exposiciones,es
Decoración de tiendas,es
Decoraciones de cristal (manufactura y montaje),es
Decoración floral,es
Decoración interior de hoteles y restaurantes,es
Decoración interior de tiendas,es
Decoración interior de tiendas (planificación),es
Decorados de teatro (diseño),es
Decorados de teatro (preparación escenario),es
Déficit de atención, control motor y percepción (cuidados),es
Déficits de atención, control motor y percepción (métodos de enseñanza especiales),es
Demografía,es
Demografía (enseñanza),es
Demolición,es
Departamentos de fondos de inversión,es
Deporte de alto nivel (dirección),es
Deporte de orientación (instrucción o entrenamiento),es
Deporte para personas con discapacidad (dar cursos),es
Deporte para todos (instrucción o entrenamiento),es
Deportes (enseñanza),es
Deportes de motor,es
Deportes de motor (instrucción o entrenamiento),es
Derecho,es
Derecho,es
Derecho (enseñanza),es
Derecho (estudios universitarios),es
Derecho administrativo,es
Derecho administrativo (enseñanza),es
Derecho aeronáutico,es
Derecho bancario,es
Derecho canónico,es
Derecho civil (enseñanza),es
Derecho comercial,es
Derecho concursal,es
Derecho constitucional,es
Derecho constitucional (enseñanza),es
Derecho contractual,es
Derecho contractual (enseñanza),es
Derecho de acceso (investigaciones),es
Derecho de arrendamiento,es
Derecho de asilo e inmigración,es
Derecho de autor,es
Derecho de competencia,es
Derecho de crédito,es
Derecho de daños,es
Derecho de la propiedad (enseñanza),es
Derecho de la propiedad intelectual,es
Derecho de la propiedad intelectual (enseñanza),es
Derecho de las tecnologías de la información,es
Derecho del mercado,es
Derecho de los medios de comunicación,es
Derecho de los medios de comunicación (enseñanza),es
Derecho del transporte,es
Derecho de marcas registradas,es
Derecho de patentes,es
Derecho de patentes (enseñanza),es
Derecho de seguros,es
Derecho de sociedades,es
Derecho de sociedades (enseñanza),es
Derecho de tutela,es
Derecho de ventas,es
Derecho europeo,es
Derecho europeo (enseñanza),es
Derecho fiscal,es
Derecho fiscal (enseñanza),es
Derecho fiscal internacional,es
Derecho hipotecario,es
Derecho industrial (enseñanza),es
Derecho inmobiliario,es
Derecho inmobiliario (enseñanza),es
Derecho internacional,es
Derecho internacional (enseñanza),es
Derecho internacional público,es
Derecho laboral,es
Derecho penal,es
Derecho penal (enseñanza),es
Derecho procesal,es
Derecho procesal (enseñanza),es
Derecho público internacional (enseñanza),es
Derechos humanos,es
Derechos humanos (enseñanza),es
Derivados (productos financieros),es
Dermatología,es
Dermatología (tratamientos),es
Dermatología profesional,es
Dermatología y enfermedades de transmisión sexual (ETS),es
Dermatología y venereología (enseñanza),es
Desarrollo de aplicaciones web,es
Desarrollo de bases de datos MySQL,es
Desarrollo de bases de datos PL/SQL,es
Desarrollo de equipos informáticos (hardware),es
Desarrollo de la capacidad de liderazgo,es
Desarrollo de la electrónica,es
Desarrollo de los cuidados sanitarios (especialidad de enfermería),es
Desarrollo del personal,es
Desarrollo de marcas registradas,es
Desarrollo de métodos estadísticos,es
Desarrollo de productos,es
Desarrollo de productos (enseñanza),es
Desarrollo de programas informáticos (software),es
Desarrollo de sistemas,es
Desarrollo de sistemas (enseñanza),es
Desarrollo de sistemas (grandes ordenadores),es
Desarrollo de sistemas (ordenadores Macintosh),es
Desarrollo de sistemas (PC),es
Desarrollo de sistemas de comercio electrónico,es
Desarrollo empresarial,es
Desarrollo internacional (enseñanza),es
Desarrollo organizativo,es
Desarrollo pedagógico,es
Desarrollo rural,es
Desbarbado,es
Desbroce de terrenos para líneas y cableado eléctricos,es
Descontaminación de amianto (dar cursos),es
Descontaminación del aire,es
Descontaminación de radón,es
Descontaminación industrial,es
Descontaminación nuclear,es
Descontaminación química,es
Descripción de sistemas,es
Descripción general (redacción),es
Desfiles de moda (modelaje),es
Deshidratación de minerales,es
Deshielo de aviones,es
Deshumidificación,es
Desmontaje de coches,es
Despiece (carnes),es
Despliegue de la función de la calidad (QFD),es
Destilación de alcoholes,es
Diabetes (enseñanza),es
Diagnóstico del iris,es
Diagnóstico oncológico / diagnóstico de tumores,es
Diálisis (enseñanza),es
Diálisis (especialidad de enfermería),es
Diálogo previo en casos de divorcio,es
Diatermia,es
Dibujo (enseñanza),es
Dibujo mecánico,es
Dibujo publicitario,es
Dibujos para el diseño de moda,es
Dibujos Storyboard,es
Dibujo técnico,es
Didáctica (enseñanza),es
Dietética,es
Digitalización de dibujos técnicos,es
Dirección (producción de revistas de variedades),es
Dirección (producción de vídeos),es
Dirección (producciones musicales),es
Dirección (producciones operísticas),es
Dirección (producciones radiofónicas),es
Dirección (producciones televisivas),es
Dirección de coros,es
Dirección de ensayos (electrónica),es
Dirección de escena,es
Dirección de grupo de terapia de sueño,es
Dirección de grupos (coordinación),es
Dirección de hotel,es
Dirección de orquesta,es
Dirección de orquesta (enseñanza),es
Dirección de pensión u hostal,es
Dirección de producción (construcción),es
Dirección de producción (ingeniería civil),es
Dirección de producciones cinematográficas,es
Dirección de producciones publicitarias (anuncios),es
Dirección de producciones teatrales,es
Dirección de programas de debate,es
Dirección de programas de desarrollo multimedia,es
Dirección de programas de entretenimiento,es
Dirección de programas deportivos,es
Dirección de programas de radio,es
Dirección de programas económicos,es
Dirección de programas musicales,es
Dirección de restaurantes,es
Dirección de ventas,es
Dirección económica (administraciones públicas),es
Dirección económica (empresas privadas),es
Dirección editorial (periódicos),es
Dirección editorial (radios),es
Dirección editorial (televisiones),es
Dirección escénica (producciones teatrales),es
Dirección escénica para el cine,es
Dirección escénica para el teatro,es
Dirección escénica para televisión,es
Dirección inteligente de vehículos,es
Dirección pedagógica,es
Discapacidad física (métodos pedagógicos especiales),es
Discapacidad funcional (ergoterapias),es
Disciplina hípica Â«EventingÂ» (instrucción o entrenamiento),es
Disc jockey,es
Diseño,es
Diseño (enseñanza),es
Diseño analógico,es
Diseño con un programa CAD,es
Diseño de antenas,es
Diseño de bases de datos (enseñanza),es
Diseño de bolsos,es
Diseño de calzado,es
Diseño de calzado ortopédico,es
Diseño de cerámica,es
Diseño de circuitos,es
Diseño de edificios,es
Diseño de equipo informático (hardware),es
Diseño de equipos eléctricos,es
Diseño de estructuras (enseñanza),es
Diseño de exposiciones,es
Diseño de filtros electrónicos,es
Diseño de herramientas,es
Diseño de interfaces (dar cursos),es
Diseño de maquinaria,es
Diseño de máquinas,es
Diseño de microondas,es
Diseño de moda,es
Diseño de muebles,es
Diseño de objetos de cobre,es
Diseño de objetos decorativos,es
Diseño de objetos de oro,es
Diseño de objetos de plata,es
Diseño de objetos de uso corriente,es
Diseño de páginas,es
Diseño de páginas web,es
Diseño de patrones (calzado),es
Diseño de patrones (pieles),es
Diseño de patrones (ropa),es
Diseño de patrones de costura (enseñanza),es
Diseño de periódicos (maquetación),es
Diseño de placas de circuito impreso,es
Diseño de programas informáticos (enseñanza),es
Diseño de programas informáticos (software),es
Diseño de proyectos de ingeniería civil,es
Diseño de radios,es
Diseño de red de calefacción del distrito,es
Diseño de ropa,es
Diseño de ropa (bocetos y figurines),es
Diseño de sistemas,es
Diseño de sistemas (enseñanza),es
Diseño de sistemas de sonido,es
Diseño de utensilios,es
Diseño de vidrio,es
Diseño digital,es
Diseño digital artístico,es
Diseño electrónico,es
Diseño experimental,es
Diseño físico de bases de datos,es
Diseño gráfico,es
Diseño gráfico (enseñanza),es
Diseño industrial,es
Diseño interactivo,es
Diseño lógico de bases de datos,es
Diseño por ordenador (ropa),es
Diseño textil,es
Diseño y maquetación de carteles,es
Dislexia (métodos pedagógicos especiales),es
Disolventes,es
Dispositivos PLC (controlador lógico programable),es
Distribución de documentos,es
Distribución de publicidad,es
División en porciones,es
Doblaje (radiotelevisión),es
Documentación (industrias transformadoras),es
Documentación de servicio (informática),es
Documentación médica,es
Documentación químico-farmacológica,es
Documentación técnica,es
Documentos de importación y exportación,es
Doma de caballos (dar cursos),es
Dorado de metales,es
Dorado de superficies de madera,es
DOXiS4 Workflow,es
Dramaturgia,es
Dulces y caramelos,es
EAGLE,es
Ebanistería,es
Ebanistería de marcos,es
Ecología,es
Ecología de las plantas,es
Econometría,es
Economía (enseñanza como asignatura de secundaria),es
Economía (enseñanza como asignatura universitaria),es
Economía agraria,es
Economía agropecuaria,es
Economía de la administración pública,es
